guest_id,translation.comments
94501459,"Jana and her companion were extremely friendly and left our apartment in a very tidy and clean condition. Thank you so much for staying with us - always happy to come back!
We wish you a great trip with many beautiful moments!"
94831222,"I highly recommend Helen, a charming and respectful traveler, who left the room impeccable. It will be my pleasure to welcome him back to Annecy! Nice meeting with Helen. Very friendly and friendly guest, respectful of places and people. Everything went very well with Helen, discreet and respectful of the place. I would recommend it. Helen is super friendly, everything was perfect. helen is a really nice woman"
96627268,"Very good guest. Easy to talk. Guest Excelente Great guests Excellent guest, very friendly and polite Good guests, they take great care of things and leave the apartment clean and tidy"
97890927,"Thanks to Anne-Marie for a carefree stay. Respectful, communicative and left the place impeccable. Guest recommended!"
99176152,"Perfect, thanks for visiting!"
99694097,"A very respectful family that I recommend! ******* * Cleanliness 5/5 - Communication 5/5 - Compliance with rules of procedure 5/5 ******** 100% recommendable ******** Everything went well with Cécile and her little family. The space has been made clean and tidy. I would 100% recommend! Optimo guest Awesome guests. What to say, just thank you very much for everything."
100102734,"Lupita and her group were at my place for a few days and it was a pleasure to host them. They are such a pleasant person and very respectful and friendly!   reliable, open-minded and easy to talk to. They left the room in a perfect, clean condition! Everything was easy going and I would always host these lovely people again! 5 stars on my end! Recommend to all hosts. We were happy to host Lupita at our place. They were very respectful and followed all the instructions literally. We would definitely recommend them. Lupita was an excellent guest: very friendly, respectful and communicative. Highly recommended! Lupita and her daughter are really wonderful guests. She is delighted by her visit. I recommend them. 😊 They are great, super respectful, tidy, clean everything good Very nice guests.  Everything is in perfect order."
100797627,"Daniel and Christian have been luxury guests, 100% recommended. Clean, tidy, friendly and very communicative. Simply 10. I hope to see you again on the island and our holiday home Las Palmeras 2 in Santa Cruz de La Palma. Christian and Daniel were lovely guests for us. The room was very nice and took good care of our room. We are glad to welcome him."
101032971,"Fantastic guest! Friendly  and following all rules of the property. We would definitely host it again Paula is an excellent guest!! We highly recommend it! 100%! They have been great guests, they are 100% recommended for any host."
101820723,"Pauline was very communicative and accommodating during her stay. I recommend it as a traveler:) Great stay for Pauline and her grandson. 
Apartment left in perfect condition, thank you again for that! 
Very good communication and guests, super nice.
I'll be happy to host them again"
102351258,Simply perfect.
103876115,"Everything was perfect! It was a real pleasure to welcome Oleg! Communication was smooth and pleasant from the time of booking. The accommodation was left in impeccable condition, which shows great respect for the premises. I highly recommend it. It was a real pleasure to welcome [Guest's name]! Communication was smooth and pleasant from the time of booking. The accommodation was left in impeccable condition, which shows great respect for the premises. I highly recommend Oleg to all hosts and would love to host him again. Oleg: They were very friendly and warm people. I hope to have the opportunity to have them more time for the San Antonio Colonial House. very friendly and polite people"
104262959,"Joseluis was a great host! All rules have been complied with and communication has been the ultimate since the beginning! I'd love you to come back! José luis and his friends, they have been good guests, recommended for any host."
104524930,"everything good, quiet and tidy Great guest!"
104604984,"Home left clean 
Almost non-existent communication 
But beyond that, discreet and respectful tenants very nice couple, easy communication, respectful of places and people 
i recommend without hesitation Apartment made clean,I would recommend it."
105303907,"Jeremy was a real pleasure to welcome you, you are more than welcome in our apartments Èrsextius! Apartment left clean! I recommend it. Jeremy is a worry-free, discreet and very pleasant guest The accommodation has been returned in good condition. I recommend I was very happy to meet Jérémy who is discreet and very respectful of the place . I would highly recommend it. I recommend Jérémy for his next reservations, leave the room very clean to respect the apartment. Looking forward to seeing it again."
105342514,"Arvin, he was a magnificent guest, very tidy, kind, clean,communicative definitely highly recommended."
106548216,Estefania would recommend good guests
108300073,Perfect guest very respectful of the apartment
109192853,"Zoltan and Marina are great guests!
5 stars in every way!⭐️⭐️⭐️⭐️⭐️❤️❤️❤️❤️❤️! We recommend them with their eyes closed! Wonderful couple! 😍😍"
110057249,"Ivan and his family have been great guests.
Very polite and correct, we had good feedback with them.
We are happy to have had you at Finca Mamposo
We recommend them 100% 
Thanks again
We hope to see you again soon"
110137594,Lucas and his friends are nice spontaneous guests.
111165012,"It's very nice to meet such guests, tidy, tolerant and sociable. The apartment was perfectly clean."
112691852,"Erika and her family were great guests.
She communicated from the beginning with great kindness and we were able to coordinate everything I needed.
I hope to have you as guests again with your hijito perruno. Great, I loved that they were in my apartment. I recommend it perfect hosts ☺️☺️ Everything went well with Erika!"
113782223,"Sergio and Barbara are very pleasant guests, friendly and correct.  If they visit us again, we will welcome them back with pleasure"
114799088,Simon booked on behalf of a relative of his family and communication was a little difficult. Guests left the apartment tidy.
116767435,"Quiet guest! I take good care of the apartment. Kind and respectful. The reservation was made without a problem, we maintained communication with the guest prior to their arrival, on the day of their visit the timely and correct access details were sent but they did not read them and when asking for the location again there was an error that we corrected at the moment.
Subsequently at night  (10:40) we were notified that the guest was obstructing the pedestrian space of the parking lot, even though upon arrival they were sent instructions and photos with measures to avoid problems with the other tenants, which is why we had to communicate with him to move his unit, he replied that he would do it the next day to what we told him to be at the time because someone could not go down and moved him.
Today before your departure he reports things that were apparently dirty ,that there was no soap and yes there is, which is false since we sent photographic report of each area to avoid these things, and we thought he was bothered by the issue of parking. Wonderful guests, they left the house in perfect condition. I recommend them to any other Airbnb host thank you so much for coming! It was truly happy to host Jonathan. We highly recommend them to all hosts. We hope to have the opportunity to host Jonathan again in the near future."
117008247,Marcus was a very straightforward and nice guest and is always welcome with us!
117475525,"Juls, thanks for staying with us. We look forward to hearing from you soon! Marco Polo's team:)"
118070396,"Katharina and her sister Joanna are sparkling individuals and it is like hosting long awaited friends. We chatted very cozily about our animals and my very shy little dog Mellow even let them pet him. 
They perfectly followed the house rules, and I even got an invitation to stay at their place. ;) 
This makes Airbnb so much fun that you meet interesting and fun people.
They are most definitely welcome again"
118483016,"They are a lovely family!!!
It's open to new adventures. They are friendly, communicative, clean, tidy. 
Highly recommended :) 
They'll be back soon Candice & Emilio is their second time staying with us, the first time they brought the child, two beautiful creatures, in addition to leaving very nice thank you notes, thank you very Good guests, we would receive them again It was a pleasure to meet you and host you, it is a pleasant and respectful family at home. Everything was fine during your stay, you left everything in good condition. Thank you for your stay and choosing our facilities and we are overdoing it. It has been to your liking and we wish you to return soon. You will always be welcome. We are here to serve you!!!!"
121327664,"Everything worked great with Mike and his group. 
Excellent guests very polite and respectful for my apartment. I felt like my family was visiting here. 
Recommend to all A-landlords Mike, thank you for choosing us for your stay! It was a pleasure to have you with us and we hope to meet again soon.
Regards :) peaceful accommodation Mike and his group left the house with a lot of clutter and mess, as well as having ignored some instructions like not turning on showers together, causing the power to fall Mike was a great guest, respectful of the house rules and easy to communicate! You'll always be welcome back"
124986458,"Maria and her family were hell ardige guests very clean and quiet. 
Communication always respond perfectly. Recommend to all Airbnb hosts. Maria Camila's stay was great! You definitely have the door open to your home to come back anytime. Very friendly , and well connected ! thank you very much for leaving everything in good condition, welcome ! Excellent!"
126817284,"Leonardo is a very nice, respectful and cordial. She respected the house rules at all times and was always very kind. I recommend it anyway!! Correct, polite, respectful.
Very tidy . It was a pleasure to have it at home. fantastic cyclist. Friendly and very communicative. Thank you Leonardo for your smile. To be recommended."
128408748,"Simon and his wife  were friendly, polite, and polite guests. Good communication also for messages. They were able to appreciate the house they lived with respect and attention, leaving everything clean and tidy. We absolutely recommend them: they are perfect guests. Thank you for being with us, and we look forward to seeing you again next time!"
128658290,I highly recommend Laurence as a guest. Thank you 🙏
129600163,nice and respectful person
129859305,Elena is great. It was a pleasure to receive you in my house
133578903,"Thank you for staying with us. We hope you enjoyed your stay and look forward to hosting you again. Very friendly people, respectful of the premises and discreet. 
Thanks for coming to the Valentou cottage. Everything is perfect, impeccable house, good communication, we would recommend it in a second. Sonia is very respectful and we recommend her! 
See you soon Sonia , Christophe and their family are very friendly and very respectful of the accommodation entrusted to them, guests to welcome without hesitation"
134394278,"You are a very nice guest.
The communication was meticulous, and the room was used beautifully.
I would definitely like to stay again. Thank you for staying with us. I would be very happy if you had a comfortable stay. They followed the house rules and used the room cleanly. Please use it again! Thank you!"
134753366,"Nice, friendly and respectful guests :) It was a pleasure to have you stay with us!
See you soon,
Lilou / Front Desk Aurely was a very discreet traveler with her friends Aurely showed respect and courtesy unsavory host. smoked in the house. made the sofa bed and at the end of the stay requested a full refund of the stay Florence left the apartment in pristine condition. Recommended."
135252705,Sina was a wonderful guest! The communication before and during the stay was clear and timely. Sina treated our house with the utmost respect and left it clean and tidy. We would welcome Sina back as a guest at any time. Highly recommended to all Airbnb hosts! Very friendly and nice people left everything in perfect condition.
136715337,"Once again, I hosted a person who was looking for discovery, a warm exchange, empathy.
Selin checked every box A nice woman who left her room in perfect order. Everything worked out well. 👍 recommended as a guest"
136730540,"Serkan & Larissa were very friendly, polite, quiet , easy to handle and communicate.  They treated very well of our Vila Cancelos Douro suite Mestre during their weekend stay!. You will be  very welcome whenever you wish to return !"
137483618,Nice guests who were very correct and communicated well. Everything was great with Henry and Sin
137674551,"I hope you use it again next time. ♥️
I recommend this guest. ♥️ They always communicated kindly from before check-in to checkout!
I was even more pleased that you were satisfied with the meal at the local restaurant I introduced.
David, Sharon, Michelle are the family we'd love to have at our home anytime. ^^
Thank you so much for staying, and I hope you'll always be happy remembering your memories in Sagittarius!"
143014427,"Isabelle and sister and friend are very nice spontaneous and enthusiastic guests.
Hopefully we'll see them again…. The apartment was made clean and communication was seamless, I would recommend this guest! 
You can follow us on Insta @solemiosolemiabormeslesmimosas, feel free to share the best moments of your stay! Clément is very discreet and respectful. We will welcome him with pleasure for a future stay. Everything went very well. No door to the accommodation has been locked, dirty and untied dishes, unblocked bottles, no sorting of waste despite the sorting instructions explained in the accommodation. It was Isabelle's son, not Isabelle herself."
147364661,It was a pleasure hosting Victor. He complied with the rules and left the apartment clean and tidy. It would be nice to host you again in the future.
148783050,"Clean, respectful and friendly we are always delighted to welcome Cédric and to find our accommodation as clean and tidy as when he arrived. Cédric is a guest who always leaves the apartment clean, good communication, I recommend it. perfect I recommend Cédric, good communication and clean accommodation. Cedric is a discreet and very respectful guest. I recommend it."
149651325,"Martín was an excellent guest, respected all the rules, very neat, quiet. And with very good communication. Martin is an excellent guest. I leave the apartment very tidy. I would certainly recommend him and I would receive him again It's always a pleasure hosting Martin! He's a great guest. Martin was a very respectful, polite and communicative guest. He was a person who respected the house rules and always maintained a smooth communication with at all times. An excellent guest who would be accommodating it again and for whom I recommend it to the entire Airbnb community."
154231287,"Everything was fine Excellent guest, very friendly and tidy"
156658927,"I am delighted to have been able to welcome Anshul and his family to my apartment and I am glad they were able to experience the area. 
If you come back to Menton  I will be happy to host you again! 🤗
See you soon! 😁"
164446817,It was a pleasure to have Katharine and her friend as guests. Everything okay! Katharina and her friend stayed one night. They were quiet and left everything clean and tidy. Glad to come back! Katharina was a great guest. The communication went well and she left the room tidy. 100% Recommended Guests I will be very happy to receive them again   Thank you Katharina and her husband were nice and polite guests who will stay in our memories. They are always welcome people and we can recommend it without a doubt
165816047,"great guests. highly recommended Nice guests, who left the room nice and tidy. Recommended ! Very good guests. Communicative and careful with the place. Recommended for other Airbnb hosts. It was a pleasure to have you at home, 100% recommended. Thank you for choosing our hostel I hope you enjoyed the stay as well as the services and food.Uds are very polite and friendly people and we thank you for letting us be a part of your trip we loved having you in our house"
167427294,"Hi Marissa Avila

Thank you for being such an excellent guest! We’ve just left you a 5-star review for your stay. You were amazing to host, and we’d love to welcome you back anytime—this is your home now too!

If you could share your experience with a review as well, it would truly make our day.

Take care, All excellent. Great guests and people. Friendly and respectful. Thank you 🙏"
168701131,Raimonds and Eve great guests. You are always welcome.
174506894,Have a good guest! Herwig is a great guest! I only met Herwig very briefly: he came late and left early. He was a great guest. Great guest!!
177663747,"Beatrice and girlfriends were exemplary,respectful guests"
177932256,Great guest! Recommended Emily
179161790,"Arjan is a very neat and friendly tenant who followed the house rules fine. He is definitely welcome again. Arjan is  very friendly and communicative. He perfectly adhered to the house rules and it was a pleasure to have him as a guest. I warmly recommend it. It is very nice to have Arjan as a guest; friendly, tidy and quiet. And very nice to talk to because he is interested in his area and wanted to know everything about Amsterdam. And he was very attentive to bring a gift for me, the hostess. Arjan is definitely very welcome again. We very much appreciated that Arjan was a guest in our B&B in Leeuwarden. A quiet guest who appreciates the surroundings and others. We highly recommend Arjan to other lodging holders. Thank you for visiting!"
182642176,"Very nice and serious guest.
We'd love to host it again."
188565177,Great guest
188770364,"It was a pleasure to have you as guests, they were very respectful. You will always be welcome in our homes. Ana and her family were responsive and very respectful, a pleasure Ana's family were excellent guests very polite and respectful for my apartment. 
Especially was nice to see how they helped me with washing and sorting everything neatly in the kitchen.

Recommend to all hosts. Ana was a top guest, very friendly and quiet. We would always appreciate a visit again! Excellent Guests!! Very attentive and tidy!!"
188935676,"I had the great pleasure of meeting and hosting a friendly guest as ""Claudio""). Everything went well as all of it should be.
I will recommend it to everyone 
Kind regards, 
D.Micha Mitrovic"
190748186,"is a communicable and responsible person, and did not give any problems in coexistence. I recommend everyone their partner"
192453300,"Very friendly family, very good communication. Very respectful of the premises, house made impeccable!
I highly recommend ++++"
208884392,"An extraordinary couple, I sincerely bow to these people, for their cleanliness, correctness, communication,……
So they will always be welcome in my rentals and I recommend them without a second thought. Atman a very Respectful Person 
Courtesy 
Flexible
Top family"
216586763,Thank you Arthur Our great guest
225199678,"Nimmalan, it was a great pleasure to host you. I recommend it to all hosts."
225915373,Everything went smoothly. Antoine and his family are very pleasant guests and we are delighted to have hosted them
235295998,"great guests! Excellent guests,very polite and respectful. 
Hermann and his group of friends have been great guests. Communication brilliantly always respond well and in a timely manner. Recommend to all Airbnb hosts."
239125481,"Michel and his group were very respectful of our home.
Lots of sympathy in our exchanges
We'd love to host them again 
I recommend it! Minchel and her friends are very nice and friendly.   Everything went great Lovely travelers, passionate and very kind.
I would highly recommend it
Come back anytime! Michel and his family were excellent guests very polite and respectful of my apartment. Fantastic communication always good. Definitely recommend to all Airbnb hosts. no worries"
239176869,"It was nice to have Mariano as a guest. Good , smooth communication. Definitely welcome again."
240534609,"Hi Devin,

Thank you so much for staying at Zoku Amsterdam. We are very happy to see that you enjoyed your time with us!

We look forward to welcoming you back anytime!

Cheers,

The Zokus"
243366612,"Recommended guests. Ylenia was very correct Ylenia and the boy  were guests who respected  everything without giving  any problems...recommended to all guests Very good, they cleaned everything by leaving the house tidy Everything was great."
245426774,Marcela and her husband were very great guests. Very respectful. I highly recommend them!
245710841,"What a joy to have hosted Anne-Aurore and to have been able to share her professional success.
Anne-Aurore is a discreet, respectful, friendly traveler with whom it is easy to communicate.
We will welcome him again with great pleasure."
246577714,"Very friendly! I'd love to come back anytime! 😊 All fine, gladly again. too cheerful to receive them.
champion management and tidying up Mislav is a perfect guest 👌☺️ Thank you for booking Carcassonne. Stanislas."
247552823,"Thank you very much. Thank you very much for staying at this facility.
Thank you for a relaxing time.
We look forward to welcoming you again."
248817940,correct customer .
253263486,Kate was a super sweet and great guest. She's more than welcome another time
255510507,"friendly couple, nice, tidy and quiet, everything is fine I hosted  Dennis, Fabiola at the end of June.  I hope your stay at our property was as pleasant as it was for us to have them here. We had no issues and their behavior was absolutely correct. I can safely recommend Dennis and Fabiola to other hosts."
256041425,"Everything is very good with Isabella. Guests 100% recommendable. Easy communication, everything is expected! Isabella is an excellent guest We recommend Isabella.
You left the apartment well."
259617412,"It was a pleasure to welcome Todd and Shelby who respected the house rules and took great care of the apartment by leaving it clean and tidy.
I highly recommend them to all Hosts."
262586032,"Klara and her friend were great guests, very respectful and nice. Thank you for choosing us, and I look forward to seeing you again soon 🤗 It was a pleasure to have them guests, they will always be welcome in our home Excellent guest, very quiet and very close, and left the apartment very clean… .It was very good with her…. It's good to have Klara as a guest. Friendly and tidy and has kept the apartment in good condition. Definitely welcome again. We were very pleased to have Klara as a guest. I would like to come back to this guest. Leave everything clean. Quiet guests."
265841776,Friendly traveler. The apartment was left clean and tidy. Thank you!
267191031,"Thank you Jussara, I hope to see you soon Very friendly guest. Everything went well. Good Good, 👍🏻 Jurassa is nice, discreet and respectful of the place."
268999797,"Dimitri left the house in good condition and was always kind during our exchanges.
We will be delighted to welcome you back in Alsace 
See you very soon 
Jenny , the concierge service Everything went very well, I recommend it!"
275599551,"We hope you enjoyed your stay in Berlin-Friederichshain!! Til next time :) Alexandra was a great guest, the communication was quick and easy, we can fully recommend her as a guest."
276558554,"Friendly, respectful, and clean guests"
280167642,"We had a great experience with Gabriel. In addition to respecting the house rules and not causing any issues while hosting, communication was also easy and quick. Looking forward to seeing you again!"
283153439,"Jana was the perfect guest 
We'd love to come back It was a pleasure to welcome Rosalie and her friends to the villa:) Very nice guests with pleasant communication. Everything was left tidy and clean. Clear recommendation :-) All the best and hopefully see you soon. Nice."
298839275,Nice neat guest Very polite guest very pleasant guest. everything is fine in the apartment.
318986858,"Alexandre and his friends are very happy and ideal guests.
Also very attentive!
They are always welcome again"
324150471,"It is with great  pleasure that for a week we welcomed Grégor , a very friendly man,  very respectful,  dynamic and  very curious to discover Paris. 
Feel free to welcome them on their future trips"
327660245,"Friendly traveler and respectful of the place, I recommend it. perfect alway's welcome back ;)"
335399377,Emma was an excellent guest. Very communicative and respectful. We'd be hosting you again.
337617305,"Recommendable, 100% Hannah was a good guest , we hope to have her again"
351728542,Kind and helpful person. Very nice and quiet
357542672,"Everything was good with Anna, always in constant communication, charming traveler, discreet smiling.. I highly recommend her."
363943736,"Marie Jo is adorable... Everything went well,  perfect!
i recommend it. Marie-Jo was nice and respectful A 2nd visit by chance that went well. Highly recommended. Marie and her group are very nice people. So open and friendly. They have treated our cottage with a lot of respect. I hope to host them again in the future I definitely recommend them to other hordes."
364221804,"Thanks to Andrea and Vanessa, very good contact, discreet and pleasant travelers, very respectful of the place
I highly recommend it. Andréa and Vanessa, delicious, nice, polite people, left the perfect place with total respect for the rules. Absolutely recommended as perfect guests. Andrea is a kind guest, respectful of the house and it was a pleasure hosting you!Go back to Milan with sunshine!😊"
367115053,"Recommended. Always ✨ welcome! Guest 100% recommended. Friendly communication at all times, respectful of rules. Recommended. I take great care of the apartment."
385702303,"We are honored to visit you 🌷 
We wish to repeat the visit. Salem Guest Light and Respectful ❤️ محترم Thank you for choosing us 🌹"
386538735,Jennifer was a really great guest and polite. Accommodation in great condition and very easy communication
389004737,"Jorge, his group left clean and in good condition of the accommodation upon his departure."
389515266,"Very nice to have Edvinas and Lukne as guests. Friendly, open and communication went very smoothly. and pleasant. And of course it is always very thoughtful when guests leave gifts as thank you, The chocolate and the book ""The Terrible Noorman"" are very much appreciated. They are definitely welcome again."
389658984,"Very friendly and nice people Tess and his partner were very discreet and respectful guests. 
I can only recommend them without a second thought to my colleagues. 

We look forward to hosting you again. lovely and respectful guests. Young couple very respectful of the place. A beautiful and brief encounter."
400186767,"Nice to welcome Alice and her friends to our Riad, you were all kind and respectful. 
Thank you for everything and see you next time."
402005149,"Everything went very well, very nice couple, friendly, smiling, respectful of privacy. Nothing to complain about!"
422532645,Clean and welcoming guests. Everything was left in good condition. Recommended. Everything was ok
423812887,"Very nice!! 😊 Easy communication and everything was left in good condition. I was happy to be the host!! Welcome again any time! ☀️ Anna and girlfriends were pleasant guests. The house has been left very tidy. Anne and her friend were very pleasant guests and left everything tidy. 
I can highly recommend you. Anne was a great guest, she was very nice and the apartment was left clean, I can highly recommend it 🙂 Anna and her friend were great enthusiastic guests 
They are always welcome here again"
428669771,"Everything was perfect with Caesar. It has all the qualities of a very good guest. Highly recommended. Cesar is very kind, very good guests. Check-in took place correctly and communication was excellent 😊"
436368990,Quiet and Polite Guys
436595634,"Very nice relaxed guest, and enthusiastic nice to see that. What wonderful lovely people, and cozy to chat with and left my apartment neatly tidy."
454491716,"They were nice guests who kept the space clean and followed the rules well. It's clean.
Clean and clutter free 
It's quiet.
really nice
I'm a guest 
I recommend it."
457261814,"I'd appreciate it if you were more careful about the check-out time, hope to see you"
465174343,"Great guests! perfect ;) welcome back ;) Ana and her family have been great guests. Communication has been very good and they have left the apartment in perfect condition. Ana, Miguel and their children made a stop on the holiday route. 
A pleasant moment of sharing with a happy mix of Portuguese, English, Spanish and French!! Good communication, respected places."
471434410,"Everything went well, thanks 
I hope to see you soon Very good stay, I recommend it!"
480964433,"Our guests were very nice. They were very friendly and we had a good conversation. Feel free to come back anytime.:) It's been a great time hosting Britta and her friends. They are very communicative and friendly. It was some of the best guests I've ever had. I highly recommend Britta as a guest. She was very attentive and left the apartment as she found it. Britta is really friendly and communicates very well. The apartment was neatly left behind. Tidy and clean.
I can very much recommend Britta."
490926899,"Hi Karina & Claudio,

It was super nice having you here at Zoku! We hope to see you soon :)

Cheers,
Ivar Happy guests 5⭐️"
509695363,Luis and his travel companion are very cozy people who treat your home with respect and perfectly respect the house rules. They are most definitely welcome again.
520892397,Actere and her group of friends were excellent great guests. Very polite and respectful for my apartment. fantastic communication. Pleasure to host them here. Recommend to all Airbnb hosts.
524415068,"i highly recommend it Cristian and Zuri,
Are lovely guests
Always welcome again"
576721050,"Everything was perfect, thank you so much."
581096770,"thanks a lot for staying in my home, hope you enjoyed it. until next time"
