reviewer_id,document
14135296,"It was an absolute pleasure to stay at Edwin's home. The house itself was the perfect space for the six of us staying. Big, spacious open plan kitchen living space with a large dining table perfect for dinner in the evening. The terrace on to the canal is also a highlight, great for relaxing in the evening. The bedrooms also offer comfortable beds and a great amount of space. The apartment was impeccably clean and we were well looking  after with beer, wine and snacks to welcome us. It was easy to communicate with Edwin who's also super helpful. Location-wise the apartment is very close to local transport and easy to get into the center. Overall, highly recommend!"
14150722,"It was fantastic, we loved our stay in this beautiful house in a quiet place. Femke was very helpful and flexible. We spent a very nice time there and I recommend this place 100%! Everything was perfect and we felt like at home. "
14182885,"Thanks for the great time in your beautiful B&B. Clean, calm and great breakfast-basket in front of the door every morning. We'll be back one day."
14191644,Fantastic apartment and fantastic host. Fully recommended. 
14213171,"Toetsie has a wonderful, quiet apartment where you really have the feeling of being at home. Comfortable bed, quiet neighborhood and a nice breakfast. This place is a real treasure, it just cannot be explained, you have to experience it for yourself! <br/>Toetsie is a very welcoming, friendly host that cares for you and really wants you to have the best possible stay. My best AirBnB experience so far! Will for sure stay there next time I'm in Amsterdam, and I highly recommend this place for others."
14216718,"Loved the neighborhood the special house and the private room. Everything went smooth and easy. Thanks so much! We had a great stay at Rosie's. Her place is really cozy, full of of art work from around the world. She was really helpful and easy to talk to. Thanks again for the great stay! "
14220208,"The apartment was perfect for our needs - great location on a beautiful residential street, just footsteps from a main tramline (2), and only a few minutes' walk from a lively bar and restaurant area. <br/>The apartment itself met all our needs. It was clean, quiet and relaxing, with a beautiful little balcony. We only met Jan and his family briefly but they were friendly, informative and made it clear that they were contactable should we need them (which we didn't as everything was very straightforward). Funny quirks like having the shower in the bedroom (!) only added charm to the place and I cannot recommend this apartment enough!"
14221396,Was nice to stay there in Amsterdam with support of Vibeke. :o) She is communicative and ready to help you whenever you need. We felt free and friendly. Thank you Vibeke!
14221549,"We spent 3 nights in this super cozy apartment with nice little garden. It's on a great location, some 15 mins walk to the city center and Mirjam and Didi were very helpful and great hosts. "
14241259,"Beautiful and clean room, close to the main railway station and located directly in the city centre. All major sightseeing spots are in walking distance. We really enjoyed our stay at this place."
14295396,"Very difficult walk up, extremely small space... Rat noises running around the roof"
14336469,"Mijef and Henk were extremely hospitable and welcoming, they made us feel at home as soon as we came to the apartment. The area of the apartment is great very close and central to the different areas of Amsterdam. The apartment was very tidy and clean, and was great to accommodate me and my five friends. Staying there has been a great pleasure for me and the rest of my company. "
14366204,"I really enjoyed my stay at Rosie's place. The room is cosy and nice, everything is clean and comfortable. Rosie and Matt are great hosts and very open and friendly people, really helpful and always willing to give good advice on where to go and what to see. I loved our talks over brekfast, they always made my day. The neighborhood is very peaceful and calm, so you can easily sleep with the window open and walk back home late at night by yourself without feeling uncomfortable. The city centre and all the sights are in walking distance, but you can also get around by publilc transport. I will definitely come back to Amsterdam and stay at Rosie's again! "
14370566,"The welcome: I felt wonderfully welcomed by Toetsie, with her terrific smile and warm, super-friendly personality.   I arrived mid-afternoon and she was working in her soap-making studio near her apartment , so I went there to meet her and get the key. Since she had the time, she accompanied me the two blocks to the apartment.<br/>The room/apartment: I was in the single room, which has a big window and, at the other end of the room, double French glass doors which open into the shared sitting area.  You can close the doors and curtains for complete privacy, and open them for light.  There's a kitchen alcove well stocked and Toetsie provides bread and cheese,  juice for breakfast. Although you share the space and the bathroom with 1-2 other guests, I never felt crowded or had trouble getting use of the bathroom, and I was never bothered or awakened by other guests coming and going.Best of all, you get to enjoy the rooftop terrace/garden which Toetsie joyfully shares with her guests! <br/>The neighborhood: a real neighborhood, with lots of different types of small  Restaurants just a block away, and a GReAT shop for cheese, wine, etc (erik's) and an organic market. The people in the neighborhood were all very friendly, and it was an easy walk to the tram and to many sites, and the tram goes directly to Centraal Station.<br/>Summary: a wonderful, artsy, welcoming, comfortable, charming place made oh, so special by the inimitable, incomparable Toetsie, who I now consider a special friend after just a 3-day stay.  I miss you, Toetsie!"
